year,self_employed,number_of_employees,tech_company,mental_health_benefits,mental_health_benefits_awareness,employer_mental_health_discussion,employer_mental_health_learning_resources,mental_health_treatment_anonymity,mental_health_leave_accessibility,mental_health_discussion_comfort_coworkers,mental_health_discussion_comfort_supervisor,mental_health_benefits_binary,mental_health_benefits_awareness_binary,employer_mental_health_discussion_binary,employer_mental_health_learning_resources_binary,mental_health_treatment_anonymity_binary,mental_health_leave_accessibility_binary,mental_health_discussion_comfort_coworkers_binary,mental_health_discussion_comfort_supervisor_binary
2016,No,1-5,No,Don't know,Don't know,No,No,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,not eligible for coverage or n/a,,No,No,Don't know,neither easy nor difficult,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,No,No,No,No,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,100-500,Yes,No,No,Yes,Yes,No,somewhat easy,No,Yes,0,0,1,1,0,0,0,1
2016,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,somewhat difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,6-25,No,Don't know,Don't know,No,Don't know,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2016,No,500-1000,No,Yes,Don't know,Yes,Yes,No,very difficult,maybe,No,1,0,1,1,0,0,0,0
2016,No,more than 1000,No,not eligible for coverage or n/a,,No,Yes,Don't know,very difficult,No,No,0,0,0,1,0,0,0,0
2016,No,1-5,Yes,No,Don't know,No,Yes,Don't know,very easy,Yes,Yes,0,0,0,1,0,0,1,1
2016,No,more than 1000,No,No,No,Yes,Yes,Yes,somewhat difficult,Yes,maybe,0,0,1,1,1,0,1,0
2016,No,100-500,Yes,Yes,Yes,No,Yes,Yes,very easy,maybe,Yes,1,1,0,1,1,0,0,1
2016,No,100-500,Yes,Don't know,Don't know,Yes,Don't know,Don't know,very easy,Yes,maybe,0,0,1,0,0,0,1,0
2016,No,26-100,Yes,Yes,Yes,Yes,No,No,somewhat easy,maybe,Yes,1,1,1,0,0,0,0,1
2016,No,26-100,Yes,No,No,Yes,No,Don't know,Don't know,No,No,0,0,1,0,0,0,0,0
2016,No,26-100,Yes,Don't know,Don't know,No,Don't know,Don't know,somewhat difficult,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,6-25,No,not eligible for coverage or n/a,Yes,No,No,Yes,somewhat difficult,No,No,0,1,0,0,1,0,0,0
2016,No,more than 1000,No,Yes,Yes,Yes,Yes,Yes,neither easy nor difficult,maybe,Yes,1,1,1,1,1,0,0,1
2016,No,1-5,Yes,No,,Don't know,Don't know,Don't know,somewhat difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,No,Don't know,Don't know,No,Don't know,Don't know,neither easy nor difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,Yes,No,Don't know,Don't know,somewhat easy,No,No,1,1,0,0,0,0,0,0
2016,No,100-500,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,500-1000,Yes,not eligible for coverage or n/a,Don't know,Yes,Yes,Yes,somewhat easy,Yes,Yes,0,0,1,1,1,0,1,1
2016,No,more than 1000,No,Yes,Don't know,No,Yes,Yes,somewhat easy,Yes,Yes,1,0,0,1,1,0,1,1
2016,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,maybe,Yes,1,1,1,1,1,0,0,1
2016,No,6-25,Yes,Don't know,Don't know,Yes,Yes,Yes,very easy,Yes,Yes,0,0,1,1,1,0,1,1
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,very easy,maybe,Yes,1,1,0,0,0,0,0,1
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,somewhat difficult,No,maybe,1,1,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,Don't know,No,Yes,Yes,very easy,Yes,Yes,1,0,0,1,1,0,1,1
2016,No,more than 1000,No,No,,No,No,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,No,No,No,No,No,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Yes,No,No,No,Yes,somewhat easy,No,No,1,0,0,0,1,0,0,0
2016,No,6-25,Yes,not eligible for coverage or n/a,,Yes,Yes,Yes,very easy,Yes,Yes,0,0,1,1,1,0,1,1
2016,No,more than 1000,No,Yes,Yes,No,Yes,Yes,somewhat easy,No,No,1,1,0,1,1,0,0,0
2016,No,more than 1000,No,Don't know,Don't know,Yes,Yes,Yes,neither easy nor difficult,Yes,Yes,0,0,1,1,1,0,1,1
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Don't know,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,Yes,Don't know,No,No,Don't know,very difficult,maybe,No,1,0,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,Yes,Yes,No,Yes,very easy,maybe,Yes,1,1,1,0,1,0,0,1
2016,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,somewhat difficult,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,1,1,0,0,0,0,0,0
2016,No,more than 1000,Yes,Don't know,Don't know,No,Don't know,Don't know,somewhat easy,No,maybe,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,No,Don't know,No,No,Don't know,somewhat difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Yes,1,0,0,0,0,0,1,1
2016,No,100-500,Yes,not eligible for coverage or n/a,,No,Don't know,Don't know,very difficult,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,500-1000,Yes,not eligible for coverage or n/a,,Yes,Yes,Yes,very easy,Yes,Yes,0,0,1,1,1,0,1,1
2016,No,100-500,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,No,No,1,1,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,very easy,Yes,Yes,1,1,1,1,1,0,1,1
2016,No,100-500,Yes,Yes,Yes,No,Yes,No,somewhat easy,No,No,1,1,0,1,0,0,0,0
2016,No,more than 1000,No,Yes,Don't know,No,Don't know,Yes,neither easy nor difficult,maybe,No,1,0,0,0,1,0,0,0
2016,No,1-5,Yes,Don't know,Don't know,No,No,Don't know,somewhat easy,maybe,No,0,0,0,0,0,0,0,0
2016,No,more than 1000,No,Yes,No,No,Yes,Don't know,Don't know,No,No,1,0,0,1,0,0,0,0
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,very easy,Yes,Yes,1,1,0,0,0,0,1,1
2016,No,500-1000,No,Yes,Yes,No,No,Yes,somewhat easy,maybe,No,1,1,0,0,1,0,0,0
2016,No,6-25,Yes,No,No,No,No,Don't know,neither easy nor difficult,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Don't know,Don't know,No,Don't know,Don't know,very easy,maybe,No,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,No,Don't know,Yes,Don't know,somewhat difficult,Yes,Yes,1,0,0,1,0,0,1,1
2016,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,somewhat difficult,No,No,0,0,0,0,0,0,0,0
2016,No,100-500,Yes,Yes,Yes,Don't know,Don't know,Yes,somewhat easy,Yes,Yes,1,1,0,0,1,0,1,1
2016,No,100-500,Yes,Yes,No,No,No,Don't know,somewhat difficult,No,maybe,1,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,maybe,maybe,1,1,0,1,1,0,0,0
2016,No,100-500,Yes,Don't know,Don't know,Yes,Yes,Don't know,very easy,maybe,Yes,0,0,1,1,0,0,0,1
2016,No,100-500,Yes,Yes,Don't know,No,No,Don't know,neither easy nor difficult,No,maybe,1,0,0,0,0,0,0,0
2016,No,6-25,No,Yes,Yes,No,No,Yes,somewhat easy,maybe,No,1,1,0,0,1,0,0,0
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,somewhat easy,No,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,No,No,No,No,Don't know,neither easy nor difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,100-500,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,maybe,Yes,1,1,1,1,1,0,0,1
2016,No,more than 1000,Yes,Yes,No,Don't know,Don't know,Don't know,neither easy nor difficult,Yes,maybe,1,0,0,0,0,0,1,0
2016,No,6-25,Yes,not eligible for coverage or n/a,,No,No,Don't know,somewhat difficult,No,Yes,0,0,0,0,0,0,0,1
2016,No,26-100,No,Yes,Don't know,No,No,Don't know,very difficult,No,No,1,0,0,0,0,0,0,0
2016,No,100-500,Yes,Yes,No,No,No,Don't know,somewhat difficult,maybe,No,1,0,0,0,0,0,0,0
2016,No,100-500,No,No,Don't know,No,No,Don't know,neither easy nor difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,1-5,Yes,No,No,No,No,No,very easy,maybe,No,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,Don't know,No,No,Yes,somewhat easy,Yes,maybe,1,0,0,0,1,0,1,0
2016,No,100-500,No,Don't know,No,No,Don't know,Don't know,Don't know,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,6-25,Yes,not eligible for coverage or n/a,,No,No,Don't know,somewhat difficult,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,6-25,Yes,Don't know,Don't know,No,No,Yes,neither easy nor difficult,Yes,No,0,0,0,0,1,0,1,0
2016,No,more than 1000,No,Don't know,Don't know,No,Don't know,Don't know,neither easy nor difficult,No,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,very easy,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,26-100,No,Yes,No,No,No,Don't know,very difficult,No,No,1,0,0,0,0,0,0,0
2016,No,6-25,Yes,No,No,No,No,Don't know,Don't know,No,No,0,0,0,0,0,0,0,0
2016,No,100-500,Yes,Yes,Don't know,Don't know,Yes,Don't know,Don't know,maybe,maybe,1,0,0,1,0,0,0,0
2016,No,more than 1000,Yes,Yes,Yes,No,No,No,very difficult,No,No,1,1,0,0,0,0,0,0
2016,No,500-1000,Yes,Don't know,No,No,Yes,Don't know,Don't know,No,No,0,0,0,1,0,0,0,0
2016,No,more than 1000,Yes,Yes,Don't know,No,Don't know,Don't know,somewhat easy,No,No,1,0,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,No,No,No,Don't know,somewhat difficult,maybe,maybe,1,0,0,0,0,0,0,0
2016,No,26-100,Yes,No,No,No,No,Don't know,somewhat easy,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,500-1000,Yes,Yes,Yes,No,Don't know,Yes,neither easy nor difficult,maybe,Yes,1,1,0,0,1,0,0,1
2016,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,maybe,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,somewhat easy,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,6-25,Yes,Yes,Don't know,No,No,Don't know,very difficult,maybe,maybe,1,0,0,0,0,0,0,0
2016,No,26-100,No,No,No,No,No,No,very difficult,No,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,No,No,Don't know,Yes,very difficult,No,maybe,1,0,0,0,1,0,0,0
2016,No,more than 1000,No,Yes,Don't know,Yes,Don't know,Don't know,somewhat easy,maybe,Yes,1,0,1,0,0,0,0,1
2016,No,100-500,Yes,Yes,Yes,No,Don't know,Yes,somewhat easy,Yes,Yes,1,1,0,0,1,0,1,1
2016,No,6-25,Yes,No,Don't know,No,No,Don't know,neither easy nor difficult,maybe,No,0,0,0,0,0,0,0,0
2016,No,more than 1000,No,Don't know,Don't know,Yes,Yes,Don't know,very difficult,No,No,0,0,1,1,0,0,0,0
2016,No,6-25,Yes,Yes,Yes,Yes,Yes,Yes,neither easy nor difficult,maybe,No,1,1,1,1,1,0,0,0
2016,No,more than 1000,No,Yes,Don't know,Don't know,Yes,Yes,neither easy nor difficult,No,maybe,1,0,0,1,1,0,0,0
2016,No,26-100,No,No,Don't know,Yes,Don't know,Yes,somewhat difficult,No,No,0,0,1,0,1,0,0,0
2016,No,100-500,Yes,Yes,No,No,Don't know,Don't know,very easy,No,maybe,1,0,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,Don't know,No,Don't know,Don't know,somewhat easy,Yes,Yes,1,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Yes,Don't know,Yes,No,Yes,very difficult,Yes,No,1,0,1,0,1,0,1,0
2016,No,6-25,Yes,Don't know,Don't know,Don't know,Yes,Yes,very easy,maybe,maybe,0,0,0,1,1,0,0,0
2016,No,6-25,Yes,Don't know,No,Don't know,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,100-500,Yes,Don't know,No,No,No,Don't know,somewhat easy,Yes,maybe,0,0,0,0,0,0,1,0
2016,No,100-500,Yes,Don't know,Don't know,No,No,Don't know,Don't know,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,more than 1000,No,No,,Yes,Yes,Don't know,somewhat easy,maybe,Yes,0,0,1,1,0,0,0,1
2016,No,more than 1000,No,Don't know,Don't know,Yes,Yes,Yes,very easy,Yes,Yes,0,0,1,1,1,0,1,1
2016,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,very easy,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,1-5,Yes,No,,No,No,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,100-500,Yes,Don't know,Don't know,No,No,Don't know,somewhat difficult,No,No,0,0,0,0,0,0,0,0
2016,No,1-5,Yes,not eligible for coverage or n/a,,No,Yes,Yes,very easy,maybe,Yes,0,0,0,1,1,0,0,1
2016,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,somewhat easy,No,maybe,1,1,0,0,0,0,0,0
2016,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,very difficult,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Don't know,Don't know,No,No,Don't know,somewhat easy,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,No,No,No,No,Don't know,Don't know,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,No,Yes,Yes,Don't know,Yes,Yes,somewhat easy,maybe,Yes,1,1,0,1,1,0,0,1
2016,No,6-25,Yes,not eligible for coverage or n/a,,No,Don't know,Don't know,somewhat easy,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,more than 1000,No,Yes,Yes,No,Yes,No,very easy,No,No,1,1,0,1,0,0,0,0
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,somewhat difficult,No,No,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,Don't know,No,No,Don't know,Don't know,somewhat easy,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,26-100,Yes,Don't know,Don't know,No,Don't know,Yes,neither easy nor difficult,No,No,0,0,0,0,1,0,0,0
2016,No,26-100,No,Don't know,Don't know,Yes,No,Don't know,somewhat easy,Yes,Yes,0,0,1,0,0,0,1,1
2016,No,500-1000,No,Don't know,No,No,Yes,Yes,neither easy nor difficult,Yes,Yes,0,0,0,1,1,0,1,1
2016,No,1-5,Yes,No,,No,No,No,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,No,not eligible for coverage or n/a,,No,Yes,Don't know,neither easy nor difficult,No,maybe,0,0,0,1,0,0,0,0
2016,No,26-100,Yes,No,,No,No,Don't know,neither easy nor difficult,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,6-25,No,Don't know,No,No,Don't know,Don't know,somewhat difficult,No,Yes,0,0,0,0,0,0,0,1
2016,No,6-25,Yes,Don't know,No,No,Yes,Yes,Don't know,No,Yes,0,0,0,1,1,0,0,1
2016,No,500-1000,No,not eligible for coverage or n/a,,Don't know,Don't know,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2016,No,100-500,No,Yes,Yes,No,No,Yes,somewhat difficult,maybe,maybe,1,1,0,0,1,0,0,0
2016,No,more than 1000,No,No,Yes,No,No,Don't know,somewhat easy,No,No,0,1,0,0,0,0,0,0
2016,No,1-5,Yes,No,Yes,No,No,Don't know,somewhat easy,maybe,maybe,0,1,0,0,0,0,0,0
2016,No,6-25,Yes,No,,No,No,Don't know,somewhat easy,No,No,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,not eligible for coverage or n/a,Don't know,Yes,No,Yes,very easy,Yes,Yes,0,0,1,0,1,0,1,1
2016,No,26-100,Yes,Yes,Yes,No,Don't know,Yes,somewhat easy,maybe,Yes,1,1,0,0,1,0,0,1
2016,No,6-25,Yes,No,,Yes,No,Yes,very easy,maybe,maybe,0,0,1,0,1,0,0,0
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,very easy,No,maybe,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,100-500,Yes,Don't know,,Don't know,Don't know,Don't know,Don't know,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,500-1000,Yes,Don't know,No,No,Don't know,Don't know,very easy,No,maybe,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,No,Don't know,Yes,No,Don't know,somewhat easy,maybe,Yes,0,0,1,0,0,0,0,1
2016,No,1-5,Yes,No,Yes,No,No,No,somewhat easy,maybe,maybe,0,1,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,Yes,Yes,Yes,No,very easy,maybe,Yes,1,1,1,1,0,0,0,1
2016,No,more than 1000,Yes,Don't know,No,Don't know,Don't know,Don't know,somewhat easy,No,No,0,0,0,0,0,0,0,0
2016,No,26-100,Yes,Yes,Don't know,No,No,Yes,somewhat difficult,maybe,maybe,1,0,0,0,1,0,0,0
2016,No,6-25,Yes,not eligible for coverage or n/a,Don't know,No,Don't know,Don't know,somewhat difficult,Yes,maybe,0,0,0,0,0,0,1,0
2016,No,26-100,Yes,Yes,Don't know,No,No,Yes,somewhat easy,maybe,Yes,1,0,0,0,1,0,0,1
2016,No,500-1000,Yes,No,,Don't know,No,Don't know,somewhat easy,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,100-500,Yes,Don't know,Don't know,Yes,Don't know,Yes,very easy,Yes,Yes,0,0,1,0,1,0,1,1
2016,No,100-500,Yes,Don't know,Don't know,No,Don't know,Don't know,Don't know,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,26-100,No,No,,No,No,Don't know,somewhat difficult,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,26-100,Yes,Yes,No,No,No,Don't know,somewhat easy,No,No,1,0,0,0,0,0,0,0
2016,No,26-100,Yes,not eligible for coverage or n/a,,Don't know,Don't know,Don't know,very easy,No,maybe,0,0,0,0,0,0,0,0
2016,No,500-1000,Yes,Yes,No,No,Yes,Don't know,somewhat difficult,maybe,maybe,1,0,0,1,0,0,0,0
2016,No,500-1000,No,Yes,Yes,Don't know,Yes,Don't know,somewhat easy,maybe,Yes,1,1,0,1,0,0,0,1
2016,No,more than 1000,Yes,Don't know,Don't know,Don't know,Don't know,Yes,somewhat easy,maybe,Yes,0,0,0,0,1,0,0,1
2016,No,6-25,Yes,Don't know,No,No,No,Yes,very easy,maybe,Yes,0,0,0,0,1,0,0,1
2016,No,100-500,No,Yes,Don't know,No,No,Don't know,neither easy nor difficult,No,maybe,1,0,0,0,0,0,0,0
2016,No,26-100,Yes,Don't know,Don't know,No,No,Don't know,somewhat difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,very easy,maybe,Yes,1,1,1,1,1,0,0,1
2016,No,100-500,No,Don't know,Don't know,No,No,Don't know,somewhat difficult,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,more than 1000,No,Yes,No,Don't know,Don't know,Don't know,Don't know,No,No,1,0,0,0,0,0,0,0
2016,No,26-100,Yes,Yes,Don't know,Yes,Yes,Yes,neither easy nor difficult,maybe,Yes,1,0,1,1,1,0,0,1
2016,No,more than 1000,No,Yes,Don't know,No,Yes,Yes,very easy,maybe,maybe,1,0,0,1,1,0,0,0
2016,No,100-500,No,Don't know,No,No,Don't know,Yes,somewhat easy,Yes,maybe,0,0,0,0,1,0,1,0
2016,No,500-1000,No,Yes,Don't know,No,No,Don't know,very easy,Yes,maybe,1,0,0,0,0,0,1,0
2016,No,6-25,No,Yes,No,No,Don't know,Don't know,Don't know,No,maybe,1,0,0,0,0,0,0,0
2016,No,26-100,No,Yes,No,No,No,No,somewhat difficult,maybe,Yes,1,0,0,0,0,0,0,1
2016,No,26-100,Yes,No,Yes,No,No,Don't know,somewhat easy,No,maybe,0,1,0,0,0,0,0,0
2016,No,100-500,No,Yes,Yes,No,No,Yes,somewhat difficult,Yes,Yes,1,1,0,0,1,0,1,1
2016,No,26-100,No,Yes,Don't know,No,Yes,Yes,neither easy nor difficult,Yes,Yes,1,0,0,1,1,0,1,1
2016,No,26-100,Yes,No,,No,No,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,1,1,0,1,0,0,0,0
2016,No,more than 1000,Yes,Yes,Don't know,No,Don't know,Yes,very easy,maybe,Yes,1,0,0,0,1,0,0,1
2016,No,100-500,Yes,Yes,Yes,Yes,Yes,Yes,somewhat difficult,Yes,Yes,1,1,1,1,1,0,1,1
2016,No,500-1000,Yes,Yes,Yes,Yes,Yes,Don't know,somewhat easy,Yes,Yes,1,1,1,1,0,0,1,1
2016,No,more than 1000,No,No,,No,No,Don't know,neither easy nor difficult,No,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,No,,Yes,No,Yes,very easy,maybe,Yes,0,0,1,0,1,0,0,1
2016,No,100-500,No,Don't know,Don't know,No,No,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,very difficult,No,No,1,1,0,0,0,0,0,0
2016,No,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,maybe,1,1,1,1,1,0,0,0
2016,No,100-500,Yes,Don't know,Don't know,Yes,No,Yes,Don't know,maybe,No,0,0,1,0,1,0,0,0
2016,No,6-25,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,maybe,No,0,0,0,0,0,0,0,0
2016,No,26-100,No,Don't know,No,No,Don't know,Don't know,neither easy nor difficult,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,100-500,Yes,Yes,Yes,Don't know,Yes,Yes,neither easy nor difficult,Yes,Yes,1,1,0,1,1,0,1,1
2016,No,100-500,Yes,No,,No,Yes,Don't know,Don't know,Yes,Yes,0,0,0,1,0,0,1,1
2016,No,1-5,Yes,No,No,No,No,Don't know,somewhat easy,No,maybe,0,0,0,0,0,0,0,0
2016,No,500-1000,Yes,Don't know,No,No,Don't know,Don't know,neither easy nor difficult,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Yes,Don't know,Yes,Yes,Don't know,somewhat difficult,No,maybe,1,0,1,1,0,0,0,0
2016,No,more than 1000,No,Yes,Yes,Don't know,Don't know,Yes,neither easy nor difficult,maybe,Yes,1,1,0,0,1,0,0,1
2016,No,26-100,Yes,Yes,No,No,No,Don't know,neither easy nor difficult,maybe,maybe,1,0,0,0,0,0,0,0
2016,No,500-1000,No,No,Don't know,No,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,Yes,Yes,No,Don't know,Don't know,Don't know,Don't know,maybe,maybe,1,0,0,0,0,0,0,0
2016,No,100-500,Yes,Don't know,No,No,Don't know,Yes,somewhat difficult,No,No,0,0,0,0,1,0,0,0
2016,No,100-500,Yes,Yes,Don't know,No,Don't know,Yes,very easy,Yes,Yes,1,0,0,0,1,0,1,1
2016,No,26-100,No,Yes,No,No,No,Don't know,somewhat easy,Yes,Yes,1,0,0,0,0,0,1,1
2016,No,26-100,Yes,No,No,No,No,Don't know,somewhat easy,No,maybe,0,0,0,0,0,0,0,0
2016,No,1-5,Yes,No,,No,No,Don't know,somewhat easy,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,Yes,Don't know,Don't know,Yes,Don't know,somewhat easy,maybe,Yes,1,0,0,1,0,0,0,1
2016,No,100-500,Yes,Yes,Yes,No,Don't know,Yes,very easy,No,No,1,1,0,0,1,0,0,0
2016,No,26-100,Yes,Yes,Yes,Don't know,Don't know,Don't know,neither easy nor difficult,maybe,maybe,1,1,0,0,0,0,0,0
2016,No,6-25,Yes,Don't know,Don't know,No,Don't know,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,100-500,Yes,Don't know,Don't know,No,Don't know,Don't know,somewhat easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,100-500,Yes,No,Don't know,No,No,Don't know,neither easy nor difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,100-500,Yes,Don't know,Don't know,No,Yes,Yes,somewhat easy,maybe,Yes,0,0,0,1,1,0,0,1
2016,No,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,maybe,maybe,1,1,1,1,1,0,0,0
2016,No,more than 1000,Yes,Yes,Yes,No,Yes,Yes,neither easy nor difficult,No,maybe,1,1,0,1,1,0,0,0
2016,No,100-500,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,very easy,Yes,Yes,0,0,0,0,0,0,1,1
2016,No,more than 1000,No,Yes,Yes,Yes,Yes,Don't know,somewhat easy,maybe,maybe,1,1,1,1,0,0,0,0
2016,No,more than 1000,No,Yes,Yes,Yes,Yes,Don't know,neither easy nor difficult,Yes,Yes,1,1,1,1,0,0,1,1
2016,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,somewhat difficult,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,Yes,not eligible for coverage or n/a,No,No,Don't know,Don't know,very difficult,No,maybe,0,0,0,0,0,0,0,0
2016,No,more than 1000,No,Yes,Yes,Yes,Yes,Don't know,very easy,maybe,Yes,1,1,1,1,0,0,0,1
2016,No,100-500,Yes,Yes,Yes,No,Don't know,Don't know,very easy,maybe,Yes,1,1,0,0,0,0,0,1
2016,No,more than 1000,Yes,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,maybe,maybe,0,0,0,1,0,0,0,0
2016,No,more than 1000,Yes,No,No,No,No,Don't know,neither easy nor difficult,No,No,0,0,0,0,0,0,0,0
2016,No,6-25,Yes,Yes,Yes,Yes,Yes,Yes,very easy,Yes,Yes,1,1,1,1,1,0,1,1
2016,No,26-100,No,Don't know,Don't know,No,No,Don't know,very difficult,maybe,Yes,0,0,0,0,0,0,0,1
2016,No,more than 1000,No,Yes,No,No,Yes,Don't know,somewhat easy,No,maybe,1,0,0,1,0,0,0,0
2016,No,26-100,No,No,,No,No,Don't know,somewhat difficult,maybe,maybe,0,0,0,0,0,0,0,0
2016,No,100-500,No,Yes,Yes,No,Yes,Yes,Don't know,maybe,Yes,1,1,0,1,1,0,0,1
2016,No,more than 1000,Yes,No,,No,Don't know,Don't know,very difficult,No,No,0,0,0,0,0,0,0,0
2016,No,more than 1000,No,Yes,Don't know,Don't know,Yes,Don't know,somewhat easy,Yes,maybe,1,0,0,1,0,0,1,0
